English,Bangla,Marma,label
His wife is Indian.,তার স্ত্রী ভারতীয়,য়াসু ম্যা খংড সংসা,ntr
His wife is one of my friends.,তার স্ত্রী আমার বন্ধুদের একজন,য়াসু ম্যা ঙা আফা্কসা,pos
His voice was soft.,তার কণ্ঠ নরম ছিল,য়াসু আসেং ঙন্যে,ntr
His face was still young.,তার মুখ তখনও তরুণ,য়াসু ম্যাঙন্হা য়্খালে আ্ম,ntr
His eyes were on me.,তার দৃষ্টি আমার দিকে ছিল,য়াসু ঙাগো ক্রিরি আমা,ntr
His smile was funny.,তার হাসি হাস্যকর ছিল,য়াসু হা্কচা আ্মা রিখ্যং ফুওয়ে,pos
His smile was very beautiful.,তার হাসি খুব সুন্দর ছিল,য়াসু রিচা আ্মা আহ্লা,pos
His voice was calm.,তার কণ্ঠ শান্ত ছিল,য়াসু আসেং ঙন্যে হিলিরে,pos
I am a vegetarian.,আমি একজন নিরামিষভোজী,ঙা হাংম্রু মাচা,ntr
I am angry with him.,আমি তার সাথে রাগান্বিত,ঙা য়াসু গো মেং তাউতে,neg
I am always busy.,আমি সব সময় ব্যস্ত থাকি,ঙা খ্যাংখাফ্র অ্লুমা নিংরে ,ntr
I am busy right now.,আমি এই মুহূর্তে ব্যস্ত,ঙা অ্গো অ্লুমা,ntr
I am busy with my homework.,আমি আমার বাড়ির কাজ নিয়ে ব্যস্ত,ঙা ইংমা আলুমা অ্গো ,ntr
I am counting on you.,আমি তোমার উপর নির্ভর করছি,ঙা না্গকোরা সিরিব্যা,ntr
I am happy to see you.,তোমাকে দেখে খুসি হলাম,না্ককো ক্রিব ঙা আ্মা হাউরে,pos
I am hungry.,আমি ক্ষুধার্ত,ঙা মইপঃ,ntr
I am looking for a job.,আমি একটি চাকরি খুঁজছি,ঙা ত্খূ অ্লূ হ্রারে,ntr
I am looking for a room.,আমি একটি রুম খুঁজছি,ঙা ত ত্দ হ্রারে,ntr
I am not a doctor.,আমি একজন ডাক্তার নই,ঙা ডা্কত ম্হক,ntr
I am ready to start.,আমি শুরু করতে প্রস্তুত,ঙা চা ন্হেং রেব্যা,pos
I am saving money.,আমি টাকা সঞ্চয় করছি,ঙা তেংগা খেংরে,ntr
I am very proud of my mother.,আমি আমার মাকে নিয়ে খুব গর্বিত,ঙা ঙো দ দ গো য়ুব আ্মা প্যরে,pos
I am taller than you.,আমি আপনার চাইতে লম্বা,ঙা কোস্থা হ্রিরে,ntr
I am trying to sleep.,আমি ঘুমানোর চেষ্টা করছি,ঙা ওইম্কেংরে,ntr
I am always busy.,আমি সব সময় ব্যস্ত থাকি,ঙা অ্লুমা খ্যাংখাফ্র নিংরে,ntr
Are you going?,তুমি কি যাচ্ছ?,নাং ব্যা ল,ntr
There are many problems to solve,সমাধান করার জন্য অনেক সমস্যা আছে,আওকং সমস্যা কিজু এর্মা প্যাংহো হীরে,neg
Why are you late?,তোমার দেরী হল কেন?,ক্রাফালে? আস্যা নাং,ntr
This is my daughter,এই আমার মেয়ে,স্মিং ঙা ইচা,ntr
It's nice to see you,তোমাকে দেখে ভাল লাগলো,নাক্ কো ম্রাং প্যহারে ব,pos
See you soon,শীঘ্রই আবার দেখা হবে,আয়ং আতুই প্রেংব ক্যামে,ntr
No one was in the garden,বাগানে কেউ ছিল না,য়ইং মা মিহিলিই,neg
Don't be angry.,রাগ করো না,মেং ম্তাঃক্যে,pos
I don't agree with you,আমি আপনার সাথে একমত নই,ঙা লা কো চ্গা ত্খৈং ম্হক্,neg
How much will it cost?,এটা কত খরচ হবে?,ইচা খ্র ফ্রহুলে?,ntr
His face was still young.,তার মুখ তখনও তরুণ,ম্যাঙন্হা য়্খালে আ্ম,ntr
How can I help you?,আমি কীভাবে তোমাকে সাহায্য করতে পারি?,ঙা নাকো মজং প্যাংবো হোলে?,pos
I am taller than you.,আমি আপনার চাইতে লম্বা,ঙা হ্রিরে কোস্থা,ntr
See you tomorrow,আগামীকাল দেখা হবে,ফ্রেং ন্হাক্ আতুই ক্যামে,ntr
I trust you.,আমি তোমাকে বিশ্বাস করি,ঙা না্ক রে ক্যুং কো,pos
I am busy with my homework.,আমি আমার বাড়ির কাজ নিয়ে ব্যস্ত,ঙা ইংমা অ্গো আলুমা,ntr
Thanks for the compliment.,প্রশংসার জন্য ধন্যবাদ,কিজু কিজুটাংরে,pos
Can I ask you a question?,আমি কি তোমাকে একটা প্রশ্ন করতে পারি?,ঙা নাগকো টখও ন্হেং মিং হো ল?,ntr
His house is very tall.,তার বাড়ি অনেক লম্বা,য়াসু এরমা ইং আহ্রি,ntr
Don't be angry.,রাগ করো না,মেং ম্তাঃক্যে,pos
What can I say?,আমি কি বলতে পারি?,প্র ন্হেং হোলঃ?,ntr
I don't understand,আমি বুঝতে পারছি না।,ঙা ম্নালে,ntr
I'm crazy with you.,আমি তোমার সাথে পাগল,নাক্ লা ব রুউরে,neg
I hate you.,আমি আপনাকে ঘৃণা করি,ঙা মুংরে,neg
Please give it to me.,দয়া করে আমাকে দিন,য়াচা ঙাগো পি,pos
You are late.,তুমি দেরী কোরেছো,নাং ক্রাফাব্যা,ntr
Are we ready to go now?,আমরা কি এখন যেতে প্রস্তুত,ঙো লা ন্হেং হো ব্যালঃ,pos
We cook every day,আমরা প্রতিদিন রান্না করি,ঙো নিংদৈং খ্যাক্,ntr
Can you read this book?,আপনি এই বই পড়তে পারেন,মি ই চা্উ ফেন্হেং কো,ntr
It's a good decision.,এটা একটা ভাল সিদ্ধান্ত,ইচা ত্খোঃ আ্ত্যগ্ আ্কং,pos
They are both in the room.,তারা দুজনেই রুমে আছে,ইয়াশ্রু হিরে ত মা ন্হয়চঙং,ntr
You're so smart,আপনি খুব স্মার্ট,কো পইংঞাস্যাং আ্মা,pos
It was really cheap.,এটা সত্যিই সস্তা ছিল,অ্কংকং এ্তেং হিলিরে,ntr
