English,Bangla,Marma,label
His horse jumped over the fence.,তার ঘোড়া বেড়ার উপর লাফিয়ে উঠল,ম্রাং য়াসু ছুই আথাউমা খুংব তাউরে,ntr
It's a good decision.,এটা একটা ভাল সিদ্ধান্ত,আ্কং ত্খোঃ ইচা,pos
Are you hungry?,তুমি কী ক্ষুধার্ত?,ঙা ল? মওয়ে্প,ntr
Are you crazy?,তুমি কি পাগল?,আরোউ ল নাং,neg
Do you want to come?,তুমি কি আসতে চাও?,নাং লেখ্যাংরে ল?,pos
It looks like a bird.,এটা একটি পাখির মত দেখায়,ইচা ন্হাক্ ন্ঞং,pos
Will it rain today?,আজ কি বৃষ্টি হবে?,গ্নি মোঃ,ntr
Have a nice trip.,আপনার যাত্রা শুভ হোক,কো রা্ক আকং ফ্রলি ,pos
He agreed with me,তিনি আমার সাথে একমত,য়াসু তখৈংব্যা চ্গা ঙালা,pos
His opinion was not accepted.,তার মতামত গ্রহণ করা হয়নি,য়াসু ম্নাথংলি,neg
I am hungry.,আমি ক্ষুধার্ত,ঙা মইপঃ,ntr
Can you feel me?,তুমি কি আমাকে অনুভব করছো?,নাং ঙাগো তুইরে,ntr
You are late.,তুমি দেরী কোরেছো,নাং ক্রাফাব্যা,ntr
His father looks healthy.,তার বাবা সুস্থ দেখাচ্ছে,ররেখে আ্ফা ম্রাং রে,pos
Thanks for the information.,তথ্যের জন্য ধন্যবাদ,কিজু কিজুটাংরে,pos
Do you want to go?,আপনি কি যেতে চান?,কো লা খ্যাংরে ল?,pos
Will he come?,সে কি আসবে?,য়া সু লেহুঁ,ntr
Did you make it yourself?,তুমি কি এটা নিজে বানিয়েছ?,নাং ইচা কোমাকো য়াং,ntr
I'm not bothering you,আমি তোমাকে বিরক্ত করছি না,ম্জালে নাক্ কো ঙা,pos
Please give me the bill,দয়া করে বিল দিন।,বিল ট্খ্যা পিন্হেং হুলো?,pos
His father looks healthy.,তার বাবা সুস্থ দেখাচ্ছে,য়াসু আ্ফা ররেখে ম্রাং রে,pos
"If it rains, we will get wet","যদি বৃষ্টি হয়, আমরা ভিজে যাব","মু রু্ওয়ারে ছুগ্যে, ব্যা মু চু্ওয়েকেহো ঙো",ntr
I can't believe it.,আমি এটা বিশ্বাস করতে পারছি না,ঙা ম্ক্যুং ইচা ন্হেং,ntr
I really miss you,আমি তোমাকে সত্যি মিস করছি,ঙা কো অ্কংকং অউমিংরে,neg
Which is more expensive?,কোনটি বেশি ব্যয়বহুল?,যাচা আম্যা,ntr
There was no one there,সেখানে কেউ ছিল না,য়াদে ত্যক্পাং,neg
Where does it hurt?,এটা কোথায় ব্যাথা করে?,জা আড়া মা,neg
I have no idea,আমার কোন ধারণা নাই,ঙা মি্সি,neg
I'm not bothering you,আমি তোমাকে বিরক্ত করছি না,ঙা নাক্ কো ম্জালে,pos
His opinion was not accepted.,তার মতামত গ্রহণ করা হয়নি,চ্গা ম্নাথংলি য়াসু,neg
Where are you from?,তুমি কোথা থেকে আসছো,আ্চগা লেটে লে?,ntr
It was very difficult.,এটা খুব কঠিন ছিল,খাঃখ্যে আমা ইচা,neg
I'm crazy about you,আমি তোমার সম্পর্কে পাগল,মা ঙা নাাক্ রুউ রে,neg
He avoided me.,সে আমাকে এড়িয়ে চলে,ঙাগো ম্রাং লারে প্যাংব,neg
Are you feeling better?,আপনি ভাল অনুভব করছেন?,কো মা রে তুইরে ল?,pos
I am a student.,আমি একজন ছাত্র,ঙা চা ত্য ফেসা,ntr
What is your destination?,আপনার গন্তব্য কি?,কো আদো লারে,ntr
See you next year,সামনের বছর দেখা হবে,লেমে ন্হক্ আ্তুই মা ক্যামে,ntr
Why were you late this morning?,তুমি আজ সকালে দেরি করলে কেন?,নাং গ্নি ক্রাব আস্যা লেটেলে?,ntr
Thank you for everything,সবকিছুর জন্য ধন্যবাদ,আ্কুংজুং কিজু কিজুতাংরে,pos
Her eyes were blue.,তার চোখ নীল,ম্ক্রযাচি মা ক্রোং য়াসু,ntr
This story is true,এই গল্প সত্য,আ্কং ইচা ওয়েঠু,pos
Have a nice day!,একটি ভালো দিন কাটুক!,ত্রা্ক আহ্লাপা নিং চি বে,pos
I'm sorry to bother you,আমি আপনাকে বিরক্ত করার জন্য দুঃখিত,কোগো ঙা খোওং কিজু জালেরে হ্রুওয়ে,neg
You're so nice,আপনি খুব চমৎকার,আ্স্যাক্যারে আমা কো,pos
We can change,আমরা পরিবর্তন করতে পারি,ল্হি ঙো ন্হেং রে,ntr
Please do that again.,দয়া করে সেটা আবার করুন,য়াচা ত্খ্যাঃ প্যাংলঃ ত্ব্রেং অরঃ মে,pos
Did you see anyone there?,আপনি সেখানে কাউকে দেখেছেন?,কো তয়্গম্সুগো ম্রাংতে ল?,ntr
Are you serious?,তুমি কি সিরিয়াস?,নাং আম্হেং,neg
Please give me your hand.,দয়া করে আমাকে আপনার হাত দিন,কো তখ্যাগ পি,pos
He praised him.,সে তাকে তারিফ করেছিল,ঠুসুগো অ্কং,pos
Just a moment,শুধু একটা মুহূর্ত,ত্ছংস্যে ত্খ্যাঃসে ব্যা/,ntr
It looks like a bird.,এটা একটি পাখির মত দেখায়,ন্ঞং ন্হাক্ ইচা ম্রাংরারে,pos
His wife is one of my friends.,তার স্ত্রী আমার বন্ধুদের একজন,ম্যা ঙা আফা্কসা,pos
It wasn't expensive.,এটা ব্যয়বহুল ছিল না,ইচা আতেং মি্হিলি,ntr
Do you want to come?,তুমি কি আসতে চাও?,নাং লেখ্যাংরে,pos
I am very happy.,আমি অত্যন্ত খুশি,ঙা প্য় আমা রেয়,pos
Where do you have pain?,তোমার কোথায় ব্যথা আছে?,নাগ আডে নারেলে,neg
